type,quote
"success","सच्चाई और अच्छाई कहीं भी ढूंढ..अगर तूझमें नहीं तो कहीं नहीं"
"success","रात भर गहरी नींद आना इतना आसान नहीं! उसके लिए दिनभर “ईमानदारी” से जीना पड़ता हैं।"
"success","अपनी कमियों को सिर्फ हम दूर कर सकते है और कोई नही; बाकी सब केवल इनका फायदा उठाना जानते है।"
"success","समय के पास इतना समय नहीं कि आपको दोबारा समय दे सकें।"
"success","जो बदला जा सकें, उसे बदलिये जो बदला न जा सकें, उसे स्वीकारियें और जो स्वीकारा न जा सकें, उससे दुर हो जाईये लेकिन खुद को खुश रखिये… वह भी एक बड़ी जिम्मेदारी है"
"success","जब हम अपने रिश्तों के लिए वक्त नहीं निकाल पाते तब वक्त हमारे बीच से रिश्ता निकाल देता है.."
"success","आसमानों से फ़रिश्ते जो जाए, वो भी इस दौर में सच बोलें तो मर जाए.."
"success","जो आपकी बुराई करते हैं, उन्हे करने दो क्योंकी बुराई वहीं करते हैं जो बराबरी नहीं कर सकते..!"
"success","झुठ भी कितना अजीब है खुद बोलो तो अच्छा लगता है और दुसरे बोले तो गुस्सा आता है"
"success","खुश रहना चाहते हैं तो लोगों की बातों पर कम और अपने विचारों पर ज़्यादा ध्यान दें।"
"success","बोलना तो सब जानते है पर ‘कब’ और ‘क्या’ बोलना है यह बहुत ही कम लोग जानते है।"
"success","किसी को कमज़ोर मत समझो। 5 रुपये का पेन भी 5 करोड़ का चेक लिखने के काम आता है.."
"success","कभी-कभी रिश्तों की कीमत वो लोग समझा देते हैं, जिनसे हमारा कोई रिश्ता तक नहीं होता."
"success","अहंकार कभी सच को स्वीकार नहीं करता और सच को जानने वाला कभी अहंकार नहीं करता"
"success","भलाई करते रहिये पानी की तरह, बुराई खुद ही किनारे लग जाएगी कचरे की तरह"
"success","जीवन में जो लोग आपसे दूर होना चाहते हैं, वो लोग सारा दोष हालात पर डाल देते हैं"
"success","जब इंसान की जरूरत बदल जाती है तब उसका आपसे बात करने का तरीका भी बदल जाता है"
"success","किसी में कोई कमी दिखाई दे तो उससे बात करें मगर हर किसी में कमी दिखाई दें तो खुद से बात करें"
"success","“जुनून” आपसे वो करवाता है, जो आप नहीं कर सकते। “हौसला” आपसे वो करवाता है, जो करना चाहते है। “अनुभव” आपसे वो करवाता है, जो आपको करना चाहिए"
"success","जब ज़मीर गुलामी का आदि हो जाएं, तब ताक़त कोई मायने नहीं रखती"
"success","हवा में सुनी हुई बातों पर यकिन न करें के कच्चे लोग अक्सर अच्छे दोस्त खो देते है।"
"success","आपको सच्चाई जाननी होगी। सत्य आपको मुक्त कर देगा.."
"success","हम सभी एक दुसरे से अलग है, इसीलिए चिसी को Judge करना गलत है।"
"success","जब दर्द और कड़वी बोली दोनों मिठी लगने लगे तब समझ लिजीए कि जीना आ गया.."
"success","अपना दर्द सबको ना बताएं क्योंकी सबके घर मरहम नहीं होता मगर नमक हर एक का घर होता है।"
"success","हारता वह है जो हिम्मत गँवा बैंठता है.."
"success","सफल रिश्तों के यही उसूल हैं.. बातें भूलिए जो फिजूल हैं!"
"success","वक़्त गूंगा नहीं बस मौन हैं, वो आने पर बता देता हैं किसका कौन हैं…"
"success","बहुत कमियाँ निकालते है हम दुसरों में अक्सर..आओ एक मुलाकात जरा आईने से भी कर लें…"
"success","किसी को लात मारने से पहले हम खुद कहाँ खड़े है इसका पता होना चाहिए.."
"success","अदब सिखना है तो कलम से सिखो जब भी चलती है, सिर झुकाकर चलती है।"
"success","किसी कि एक भूल पर नाराज़ होने से पहले अपनी दस भूलों को भी गिन लेना चाहिए।"
"success","न कद बड़ा न पद बड़ा, मुसिबत में जो साथ खड़ा, वो सबसे बड़ा।"
"success","दुसरों के बारें में उतना ही बोलो जितना खुद के बारें में सुन सकों"
"success","वक्त दिखाई नही देता, पर दिखा बहुत कुछ देता है।"
"success","गलत सोच और गलत अंदाजा इंसान को हर रिश्ते से गुमराह कर देते है।"
"success","अगर नियत अच्छी हो, तो नसीब कभी बुरा नहीं होता।"
"success","अरब खरब धन जोड़िये करिये लाख फरेबइसे रखोगे तुम कहाँ, नहीं कफ़न मैं जेब…"
"success","कभी किसी को कम मत आँकना आप शक्तिशाली हो पर समय आप से भी अधिक शक्तिशाली है।"
"success","गलत सोच और गलत अंदाजा इंसान को हर रिश्ते से गुमराह कर देते है।"
"success","अगर नियत अच्छी हो, तो नसीब कभी बुरा नहीं होता।"
"success","धनवान बनने के लिए एक-एक कण का संग्रह करना पड़ता है और गुणवान बनने के लिए एक-एक क्षण का सदुपयोग करना पड़ता है।"
"success","न किसी के अभाव में जियो, किसी के प्रभाव में जियो ये ज़िंदगी है आपकी, अपने स्वभाव में जियो"
"success","रिश्तों को बस इस तरह बचा लिया करो, कभी “मान” लिया करो कभी “मना” लिया करो"
"success","सर पर चढ़ कर बोल रहे है पौधे जैसे लोग, पेड़ बनें खामोश खड़े है कैसे-कैसे लोग…"
"success","भगवान से ना ड़रो तो चलेगा लेकिन कर्मों से जरूर ड़रना, कि किये हुए कर्मों का फल तो भगवान को भी भोगना पड़ता है।"
"success","ये रोटी भी सस्ती नहीं है यारो, कोई इसे कमाने को दौड़ता है तो कोई इसे पचाने को.."
"success","अगर उस इंसान को ढूंढ़ रहे हो जो तुम्हारी जिंदगी बदल सकता है.. एक बार आईने में देख लो क्योंकि खुद से ज्यादा हमें कोई नहीं बदल सकता।"
"success","जो लोग मन में उतरते हैं उन्हें संभाल कर रखिए, और जो लोग मन से उतरते है उनसे संभल कर रहिये।"
"success","एक उम्मीद बार-बार आकर अपने टुकड़े तलाश करती है -गुलज़ार"
"success","अपने रिश्तों और पैसों कि कदर एक समान करें क्योकि दोनों कमाने मुश्किल है लेकिन गंवाने आसान।"
"success","अज्ञानी होना उतनी शर्म की बात नहीं है, जितना कि सिखने की इच्छा ना रखना।"
"success","भरोसा बहुत बड़ी पूंजी है..खुद पर रखो तो ताकत और दुसरे पर रखो तो कमज़ोरी बन जाती है।"
"success","वो इंसान कभी आपकी कदर नहीं करेगा जिसके आगे आप हमेशा झुकोगे.."
"success","कमज़ोर व्यक्ति से दुश्मनी ज्यादा खतरनाक होती है, क्योकि वह उस समय वार करता है जिसकी हम कल्पना भी नही कर सकते।"
"success","ज़िंदगी अक्सर नये रिश्तों की आहट से पुराने रिश्ते तोड़ देती है"
"success","अपनी तारीफ़ खुद करें क्योकि बुराई करने के लिए पुरी दुनिया मौजूद है।"
"success","क्रोध एक ऐसा तेज़ाब है जो जिस चीज़ पर ड़ाला जाता है, उससे ज्यादा उस पात्र को नुकसान पहुंचाता है जिसमें वो रखा है।"
"success","खुद की प्रगती में इतना वक्त लगा दो…किसी और कि निंदा करने का वक्त ही ना बचें।"
"success","क्रोधीत रहना जलते हुए कोयले को किसी दुसरे व्यक्ति पर फेंकने की इच्छा से पकड़े रहने के समान है। यह सबसे पहले आपको ही जलाता है।"
"success","बहुत मुश्किल नहीं है जिंदगी की सच्चाई समझना… जीस तराजू पर पर दुसरों को तोलते हो, कभी उसपर खुद बैंठकर देखना!!"
"success","इंसान की चाहत है कि उड़ने को पर मिले और परिंदे सोचते हैं कि रहने को घर मिले"
"success","जबतक आप खुद पर विश्वास नहीं करते, तबतक आप उपरवालें पर भी विश्वास नहीं कर सकते…"
"success","जलो वहाँ जहां जरूरत हो, उजालों में चिरागों के मायने नहीं होते।"
"success","किसी को हरा देना बेहद आसान है लेकिन, किसी को जीतना बेहद मुश्किल.."
"success","जरूरत से ज्यादा अच्छे बनोगे तो…जरूरत से ज्यादा इस्तेमाल किए जाओगे;"
"success","संसार में शरीफ बनने से काम नहीं चलता…जितना दबो, लोग उतना ही दबाते है।"
"success","जिम्मेदारीयां इंसान को वक्त से पहले बड़ा बना देती है।"
"success","समय वो है जिसे हम सबसे ज्यादा चाहते है पर जिसे हम सबसे गलत तरीके से उपयोग करते है।"
"success","त्याग के बिना कुछ भी पाना संभव नहीं क्योकि एक सांस लेने के लिए भी पहली सांस छोड़नी पड़ती है।"
"success","गलतियाँ जीवन का एक हिस्सा है, पर इन्हें स्वीकार करने का साहस बहुत कम लोगों में होता है।"
"success","किसी की तारीफ करने के लिए जिगर चाहिए… बुराई तो बिना हुनर के किसी की भी की जा सकती है!!"
"success","एक पिता ने क्या खूब कहा..कि मुझे इतनी फुर्सत कहां की मै तक़दीर का लिखा देखूं, बस मेरी बेटी की मुस्कुराहट देखकर समझ जाता हूं कि मेरी तक़दीर बुलन्द है।"
"success","“काम पड़ सकता है” आधे रिश्ते तो लोग इसी वजह से निभा रहे है.."
"success","जीवन में सपनों के लिये भी अपनों से दुर मत होना, क्योंकि अपनों के बिना जीवन में सपनों कोई मोल नही है।"
"success","सोचो तो आप बिल्कुल अकेले हो!! ठीक से सोचों तो यही सत्य है।"
"success","पतझड़ में सिर्फ पत्ते गिरते हैं, नज़रों से गिरने कोई मौसम नहीं होता"
"success","जब किसी को किसी से रिश्ता खत्म करना होता है, तब सबसे पहले वो अपनी जुबान की मिठास खत्म कर देता है।"
"success","आंखों में नींद बहुत है पर सोना नहीं है, यही समय है कुछ करने का मेरे दोस्त, इसे खोना नही है."
"success","जो प्राप्त है वहीं पर्याप्त है; इन दो शब्दों में सुख बेहिसाब है।"
"success","तुफान भी आना जरूरी है जिंदगी में, तब जाकर पता चलता है कौन हात छुड़ा कर भागता है और कौन हात पकड़ कर।"
"success","दिल लगाने से अच्छा है पौधे लगाऐं, वो घाव नहीं देगे कम से कम छाँव तो देंगे.."
"success","जिसे खुद की गलती नज़र नहीं आती उस इंसान से दूरी बना लेना ही बेहतर होता हैं"
"success","इंसान की समझ बस इतनी है; जब उसे जानवर कहा जाए तो वो नाराज हो जाता है, जब उसे शेर कहा जाए तो खुश हो जाता है।"
"success","जो सबकी घड़ी में बज रहा है वह सबके हिस्से का समय नहीं है !"
"success","कभी किसी की बुराई मत करो, बुराई तुम में भी हैं और जुबान दुसरों के पास भी हैं…"
"success","ज्ञान स्वयं मे एक वर्तमान है, इंसान तो केवल उसका आविष्कार करता है।"
"success","कभी किसी चीज का घमण्ड आ जाए तो शमशान का एक चक्कर लगा आना, तुमसे बेहतरीन लोग वहां राख बने पड़े है।"
"success","जब तक जिना तब तक सिखना, अनुभव ही जगत में सर्वश्रेष्ठ शिक्षक है।"
"success","कष्ट और क्षती सहने के पश्चात मनुष्य अधिक विनम्र और ज्ञानी हो जाता है।"
"success","झूठे व्यक्ति की ऊँची आवाज सच्चे व्यक्ति को चूप करा देती है, परंतु सच्चे व्यक्ति का मौन झूठे इंसान कि जड़ें हिला देता है…!"
"success","लोग आपको नहीं आपके अच्छे वक़्त की अहमियत देते हैं.."
"success","समय जब नाच नचाता है तो सगे संबंधी कोरियोग्राफर बन जाते है।"
"success","बुरा इतना ही करो, जब खुद पर आए तो बरदाश्त कर सकों"
"success","उड़ा भी दो सारी रंजिशें इन हवाओं में यारों छोटी सी ज़िंदगी है, नफ़रत कब तक करोगे"
"success","जीवन में ऊँचा उठने के लिए किसी डिग्री की जरुरत नहीं। अच्छे शब्द ही इंसान को बादशाह बना देते है।"
"success","झुकना बहुत अच्छी बात है नम्रता कि पहचान है.. पर आत्मसम्मान खोकर झुकना खुद को खोने जैसा है"
"success","औरत शायद मोहब्बत करनेवाले को भूल जाये, मगर इज्जत देने वाले को कभी नही भूलती…"
"success","मंजिलों से गुमराह भी कर देते है कुछ लोग, हर किसी से रास्ता पुछना अच्छा नहीं होता।"
"success","वक्त सबको मिलता है ज़िंदगी बदलने के लिए, लेकिन ज़िंदगी दोबारा नहीं मिलती वक्त बदलने के लिए; अतः वक्त के साथ खुद को बदलना ही ज़िंदगी है।"
